seed,repetition,opponent,target_avg,opponent_avg,margin
0,15,hard_majo,1.03,1.03,0.0
0,15,per_cd,2.98,0.555,2.425
0,15,per_ccd,3.42,1.245,2.175
0,15,per_ddc,2.315,0.69,1.625
0,15,mistrust,1.03,1.03,0.0
0,15,WSLS,3.0,2.975,0.02499999999999991
0,15,TFTT,3.02,2.97,0.04999999999999982
0,15,hard_tft,3.0,2.975,0.02499999999999991
0,15,slow_tft,3.02,2.97,0.04999999999999982
0,15,GrdTFT,3.0,2.975,0.02499999999999991
0,15,prober,2.995,2.97,0.02499999999999991
0,15,mem2,3.0,2.975,0.02499999999999991
0,15,grok:grok-3-mini,3.0,2.975,0.02499999999999991
0,15,Tideman & Chieruzzi,2.98,2.98,0.0
0,15,Nydegger,3.02,2.97,0.04999999999999982
0,15,Grofman,3.02,2.97,0.04999999999999982
0,15,Shubik,3.0,2.975,0.02499999999999991
0,15,Stein & Rapoport: 0.05,2.98,2.98,0.0
0,15,GRIM,3.0,2.975,0.02499999999999991
0,15,Davis: 10,3.0,2.975,0.02499999999999991
0,15,Graaskamp: 0.05,2.81,3.11,-0.2999999999999998
0,15,Downing,3.02,2.92,0.10000000000000009
0,15,"Feld: 1.0, 0.5, 200",1.805,2.03,-0.22499999999999987
0,15,Joss: 0.9,1.835,2.035,-0.20000000000000018
0,15,Tullock,2.09,2.39,-0.30000000000000027
0,15,Anonymous,2.87,0.645,2.225
0,15,Random: 0.5,2.935,0.685,2.25
0,16,Cu,3.02,2.97,0.04999999999999982
0,16,Du,0.995,1.02,-0.025000000000000022
0,16,Tit For Tat,3.0,2.975,0.02499999999999991
0,16,spiteful,3.0,2.975,0.02499999999999991
0,16,soft_majo,3.02,2.97,0.04999999999999982
0,16,hard_majo,1.03,1.03,0.0
0,16,per_cd,2.98,0.555,2.425
0,16,per_ccd,3.42,1.245,2.175
0,16,per_ddc,2.315,0.69,1.625
